iter	RMSE
249	115.6142824
250	115.4663209
251	115.0302639
252	114.8513014
253	114.6713315
254	114.0146443
255	113.951402
256	113.2599238
257	113.1854917
258	112.8571464
259	112.6285246
260	112.0541673
261	111.4152461
262	111.2133905
263	110.7472202
264	110.34897
265	109.6700042
266	109.0923107
267	108.5193305
268	108.3316956
269	108.0017033
270	107.7754373
271	107.616303
272	107.3545715
273	107.1630655
274	106.6559252
275	106.5371814
276	106.0236732
277	105.6863651
278	105.4231526
279	105.1247247
280	104.5916737
281	104.3932797
282	104.2261439
283	103.7471896
284	103.5338696
285	103.0524274
286	102.4670001
287	102.2427452
288	101.5491832
289	101.2821578
290	100.9875923
291	100.7711184
292	100.4938374
293	100.2836666
294	99.77460812
295	99.57655782
296	99.24226872
297	98.88000062
298	98.63385224
299	98.12960523
300	97.68523406
301	97.11280107
302	96.71354021
303	96.49989704
304	96.26177116
305	95.79092464
306	95.29876282
307	94.82820955
308	94.41846685
309	94.05381162
310	93.66591703
311	92.99122665
312	92.58588081
313	92.22280386
314	91.84941554
315	91.70972559
316	91.24069178
317	91.01523525
318	90.57250829
319	90.35453169
320	90.24336895
321	90.1127541
322	90.03520573
323	89.63000862
324	89.55193123
325	89.48426214
326	88.99842418
327	88.92344089
328	88.4645024
329	88.12263641
330	87.6645908
331	87.35016556
332	86.91211075
333	86.52902069
334	86.07850417
335	85.72648153
336	85.42661992
337	85.01145794
338	84.68062464
339	84.17257729
340	83.75532305
341	83.70161137
342	83.45233139
343	83.2384444
344	83.15025998
345	82.71656797
346	82.22212414
347	82.15855728
348	81.84978061
349	81.53771582
350	81.45577264
351	81.32767345
352	80.99596671
353	80.92598841
354	80.76909632
355	80.4408103
356	80.14082028
357	79.87853946
358	79.69111687
359	79.31248759
360	79.19756745
361	78.90790045
362	78.49380744
363	78.4364726
364	78.07009784
365	77.80253313
366	77.74769141
367	77.37675759
368	77.30434236
369	76.99667827
370	76.94210437
371	76.69697385
372	76.63383725
373	76.49596948
374	76.07348046
375	75.7772766
376	75.48552312
377	75.02994375
378	74.71631592
379	74.38688606
380	74.13775257
381	74.08319105
382	73.97002903
383	73.63142784
384	73.32917713
385	72.9524617
386	72.56727897
387	72.2522037
388	72.00122917
389	71.74970106
390	71.6630904
391	71.26103275
392	70.99383289
393	70.6786024
394	70.57496807
395	70.51497705
396	70.21548769
397	69.96260154
398	69.68995072
399	69.18385323
400	68.9930198
401	68.71236593
402	68.46461245
403	68.23706019
404	68.18474753
405	68.1310351
406	68.08160399
407	67.86691495
408	67.64839868
409	67.42386185
410	67.14789575
411	66.89910376
412	66.57163025
413	66.21961611
414	65.95589941
415	65.61175189
416	65.31942962
417	64.96093585
418	64.89735072
419	64.81490921
420	64.7344736
421	64.45001847
422	64.37439218
423	64.20602833
424	63.87749573
425	63.73786845
426	63.48801173
427	63.28372366
428	63.22061938
429	62.96709012
430	62.91876485
431	62.63127857
432	62.58845334
433	62.36105972
434	62.04198076
435	61.73192492
436	61.35372786
437	61.09708973
438	60.90337586
439	60.67754307
440	60.47652984
441	60.21104384
442	59.96559159
443	59.92076869
444	59.87155126
445	59.52046517
446	59.44394986
447	59.17770309
448	59.12300236
449	58.94777152
450	58.64077627
451	58.52319666
452	58.19243259
453	57.9427627
454	57.76323861
455	57.63872062
456	57.45347981
457	57.2336609
458	57.00613652
459	56.70645765
460	56.62949047
461	56.37669423
462	56.13606155
463	56.06534838
464	55.76828224
465	55.55325596
466	55.34854597
467	55.20890368
468	55.16075861
469	55.05975049
470	54.71837371
471	54.46915797
472	54.23073579
473	54.06749481
474	54.00228293
475	53.77298365
476	53.51674864
477	53.47743479
478	53.29204396
479	53.26196051
480	53.06387979
481	52.85297822
482	52.58046591
483	52.4355951
484	52.34768253
485	52.15114834
486	51.87585004
487	51.70694692
488	51.67231111
489	51.43724338
490	51.2001373
491	51.02015773
492	50.94698782
493	50.71242492
494	50.6675446
495	50.62290004
496	50.5149295
497	50.40467017
498	50.36650272
499	50.19180473
500	49.97183443
501	49.93120922
502	49.73412141
503	49.5309417
504	49.35412486
505	49.13288882
506	48.89322998
507	48.85222205
508	48.70103393
509	48.65251247
510	48.59510046
511	48.56229097
512	48.5110129
513	48.47344982
514	48.26644331
515	48.08378262
516	47.9014735
517	47.78608679
518	47.61280718
519	47.53101149
520	47.40182695
521	47.27168022
522	47.2368503
523	47.12091279
524	46.93557176
525	46.89827314
526	46.72471623
527	46.67678879
528	46.62059281
529	46.5924375
530	46.49163165
531	46.2954377
532	46.18549788
533	46.12483794
534	46.07763525
535	46.05322623
536	45.92442603
537	45.71857604
538	45.56511583
539	45.49464089
540	45.33556995
541	45.18011948
542	45.0243072
543	44.88019836
544	44.85225938
545	44.77385922
546	44.55549159
547	44.36647925
548	44.16117039
549	44.13955536
550	43.98986454
551	43.89920538
552	43.69960785
553	43.57796121
554	43.32360449
555	43.14149299
556	42.94039486
557	42.80925211
558	42.63781752
559	42.51914898
560	42.48047504
561	42.32213411
562	42.21516649
563	42.1097273
564	41.96756054
565	41.7632851
566	41.63386111
567	41.40612583
568	41.37637496
569	41.24255733
570	41.03071261
571	40.87035064
572	40.8103327
573	40.66585086
574	40.58216899
575	40.44072052
576	40.29664965
577	40.18877631
578	40.07408193
579	40.03281911
580	39.88021397
581	39.77042367
582	39.59577626
583	39.56434332
584	39.43974129
585	39.36487244
586	39.22775863
587	39.21382792
588	39.08054567
589	38.97490951
590	38.86681617
591	38.79501761
592	38.70393855
593	38.54287185
594	38.42285628
595	38.39880037
596	38.2276513
597	38.11062107
598	38.06540548
599	37.93214199
600	37.77549872
601	37.72717538
602	37.63185557
603	37.61094309
604	37.41494342
605	37.3484889
606	37.21794087
607	37.06902887
608	36.93962749
609	36.74313835
610	36.55801396
611	36.47546143
612	36.30650936
613	36.22534611
614	36.11010902
615	36.019264
616	35.90849031
617	35.81703886
618	35.74984934
619	35.58787683
620	35.53225413
621	35.31345429
622	35.18548923
623	35.12563392
624	34.94809348
625	34.80375761
626	34.72191799
627	34.60575871
628	34.53563655
629	34.49478755
630	34.38867084
631	34.37246521
632	34.15792016
633	34.0038357
634	33.98871198
635	33.86021677
636	33.82710798
637	33.65614543
638	33.52687023
639	33.49114379
640	33.38274347
641	33.29217171
642	33.24700036
643	33.13923484
644	33.03925807
645	32.95880214
646	32.94023485
647	32.80213846
648	32.71519652
649	32.69429052
650	32.53259849
651	32.38595547
652	32.32680718
653	32.241188
654	32.17625022
655	32.07420018
656	31.92647493
657	31.7389895
658	31.64565297
659	31.46110301
660	31.28535813
661	31.26011421
662	31.1584362
663	31.01991476
664	30.9760084
665	30.93998739
666	30.87020737
667	30.84872392
668	30.7689597
669	30.71177223
670	30.61575199
671	30.51512995
672	30.39122914
673	30.27112572
674	30.16019874
675	30.06715717
676	29.95490538
677	29.89158328
678	29.82656215
679	29.71662055
680	29.64420023
681	29.55964194
682	29.45669278
683	29.39764839
684	29.32723309
685	29.29913694
686	29.21800745
687	29.1704473
688	29.12759389
689	29.10878022
690	28.94837823
691	28.87302534
692	28.77213089
693	28.75842219
694	28.69119468
695	28.67809358
696	28.56411501
697	28.45239994
698	28.3115213
699	28.20686645
700	28.10836015
701	28.10159041
702	28.07927398
703	27.99219617
704	27.97339676
705	27.85081014
706	27.7071859
707	27.61649855
708	27.54576859
709	27.4589076
710	27.38177229
711	27.30682754
712	27.2377514
713	27.16868923
714	27.14823512
715	27.04966325
716	26.97642422
717	26.85821208
718	26.75451631
719	26.63598418
720	26.5957027
721	26.54987656
722	26.49498407
723	26.47846935
724	26.45911168
725	26.36640064
726	26.30650312
727	26.22960822
728	26.12216578
729	26.04316506
730	25.98937337
731	25.91459254
732	25.85171848
733	25.8382452
734	25.77140992
735	25.70094212
736	25.65535565
737	25.54874576
738	25.46112417
739	25.3854225
740	25.36483684
741	25.33023742
742	25.3151975
743	25.25491366
744	25.16106246
745	25.12704815
746	25.06978266
747	24.96911775
748	24.94398214
749	24.85886741
750	24.79044031
751	24.69540674
752	24.59186838
753	24.5522337
754	24.53606407
755	24.52489539
756	24.46798064
757	24.33066895
758	24.25029832
759	24.17736899
760	24.08554815
761	23.99902052
762	23.90149992
763	23.82209925
764	23.7181869
765	23.63135049
766	23.54215
767	23.45169051
768	23.39738
769	23.35496554
770	23.32183637
771	23.30126461
772	23.24867118
773	23.16874533
774	23.09681304
775	22.98786324
776	22.9180026
777	22.85429329
778	22.77529215
779	22.72270689
780	22.62168319
781	22.54191142
782	22.42203282
783	22.38843338
784	22.31324957
785	22.29899533
786	22.25052074
787	22.18475478
788	22.11090784
789	22.0147086
790	21.99641738
791	21.98186506
792	21.8885309
793	21.87829183
794	21.79775708
795	21.72093769
796	21.62637955
797	21.57403361
798	21.51190396
799	21.47103472
800	21.40541622
801	21.36558415
802	21.3030198
803	21.25266936
804	21.17199087
805	21.11090804
806	21.0479397
807	20.98627802
808	20.93256818
809	20.84873914
810	20.77453006
811	20.7174058
812	20.65431617
813	20.57433564
814	20.5367311
815	20.5272286
816	20.48846872
817	20.39102548
818	20.30293963
819	20.26603252
820	20.20504933
821	20.1894078
822	20.09290121
823	20.03009679
824	19.99136599
825	19.93965242
826	19.84170559
827	19.78977349
828	19.76556146
829	19.71399272
830	19.66755289
831	19.63676513
832	19.573568
833	19.56309854
834	19.51475746
835	19.46617403
836	19.40835706
837	19.37004905
838	19.28198682
839	19.26846842
840	19.24944874
841	19.18608789
842	19.15410784
843	19.07996173
844	19.04037152
845	18.98146712
846	18.90557831
847	18.89279841
848	18.83937819
849	18.79164942
850	18.72727144
851	18.67720044
852	18.60015529
853	18.52436501
854	18.46620377
855	18.41782194
856	18.37990933
857	18.31138658
858	18.2408597
859	18.14205739
860	18.07899973
861	18.01961989
862	17.94788156
863	17.88709474
864	17.84369492
865	17.78299567
866	17.72062605
867	17.64987211
868	17.63773507
869	17.55784107
870	17.51449888
871	17.45225878
872	17.41318067
873	17.40803382
874	17.37628304
875	17.31067977
876	17.24999545
877	17.21548526
878	17.18798364
879	17.17499903
880	17.10728521
881	17.08640834
882	17.07691032
883	17.00225299
884	16.95531786
885	16.89332312
886	16.8392801
887	16.76320269
888	16.74946759
889	16.67275641
890	16.61002184
891	16.57435159
892	16.50962415
893	16.4805408
894	16.45143849
895	16.37213047
896	16.31310417
897	16.24472452
898	16.23463884
899	16.17495656
900	16.13129247
901	16.08684037
902	16.05936313
903	16.00398088
904	15.94623418
905	15.89665617
906	15.88612239
907	15.85836848
908	15.81645833
909	15.76168395
910	15.72227025
911	15.67923458
912	15.62719581
913	15.58929394
914	15.51434925
915	15.50084042
916	15.44176059
917	15.43174644
918	15.42234817
919	15.36722234
920	15.30873967
921	15.25200364
922	15.22465753
923	15.19421152
924	15.16396225
925	15.13723808
926	15.08830918
927	15.04803968
928	14.968242
929	14.92099107
930	14.86063339
931	14.83884051
932	14.83058921
933	14.78957973
934	14.77369689
935	14.74447545
936	14.69094584
937	14.63410369
938	14.59558838
939	14.55240595
940	14.51925832
941	14.49951575
942	14.4335801
943	14.39011935
944	14.34740872
945	14.32775542
946	14.29652708
947	14.25992466
948	14.21021062
949	14.16572037
950	14.1092405
951	14.07651504
952	14.03184138
953	13.98179449
954	13.96484261
955	13.9335862
956	13.9059697
957	13.86026602
958	13.81909394
959	13.77817907
960	13.75217714
961	13.70621447
962	13.67293648
963	13.64773527
964	13.6001474
965	13.55494536
966	13.54654475
967	13.51781368
968	13.4422456
969	13.40104111
970	13.37393688
971	13.34866912
972	13.30924529
973	13.2892103
974	13.2648728
975	13.25446393
976	13.20557352
977	13.19004578
978	13.14104
979	13.13231204
980	13.10468141
981	13.08581244
982	13.08058606
983	13.04849447
984	12.98879692
985	12.93871937
986	12.90617044
987	12.89197956
988	12.86882236
989	12.83879585
990	12.82522716
991	12.81373869
992	12.77601575
993	12.74013419
994	12.71408789
995	12.68445116
996	12.67908683
997	12.64715945
998	12.61379834
999	12.57324473
